,Feature Type,Feature Name,District,Distance from Dam (km),Alert Zone,Alert Colour,Zone Description,Piping — Inundated?,Piping — Area Flooded (%),Piping — Max Depth (m),Piping — Arrival (hrs),Piping — Evac Window,Piping — PAR,Overtopping — Inundated?,Overtopping — Area Flooded (%),Overtopping — Max Depth (m),Overtopping — Arrival (hrs),Overtopping — Evac Window,Overtopping — PAR,Population,Nearest Shelter,Shelter Distance (km),Hazard Class (Piping),Hazard Class (Overtop),Flood Status (Piping),Flood Status (Overtop),Remarks,Piping — Inundated km,Piping — Inundated %,Piping — Flood Status,Overtopping — Inundated km,Overtopping — Inundated %,Overtopping — Flood Status,Total Road Length (km)
225,Road — Kutcha Track,Kutcha Track — Dhamgaon(Dumala),Solapur,9.971,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.157,90.7,ROAD HEAVILY FLOODED,0.172,100.0,ROAD COMPLETELY FLOODED,0.172
226,Road — Kutcha Track,Kutcha Track — Dhamgaon(Dumala),Solapur,10.119,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.001,0.1,ROAD MARGINALLY AFFECTED,0.7,87.6,ROAD HEAVILY FLOODED,0.799
227,Road — Village Road,Village Road — Sarjapur,Solapur,10.119,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.646,25.5,ROAD MARGINALLY AFFECTED,0.891,35.1,ROAD PARTIALLY FLOODED,2.538
228,Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,Solapur,10.177,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
229,Settlement / Village,Sarjapur,Solapur,10.215,Zone II,ORANGE,HIGH RISK,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,1135.0,None,2.53,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
230,Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,Solapur,10.43,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
231,Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,Solapur,10.43,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
232,Bridge,Bridge — virag — virag — virag,Solapur,10.493,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
233,Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,Solapur,10.493,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
234,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,10.673,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.089,100.0,ROAD COMPLETELY FLOODED,0.089,100.0,ROAD COMPLETELY FLOODED,0.089
235,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,10.676,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.035,80.1,ROAD HEAVILY FLOODED,0.044,100.0,ROAD COMPLETELY FLOODED,0.044
236,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,10.716,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.068,100.0,ROAD COMPLETELY FLOODED,0.068,100.0,ROAD COMPLETELY FLOODED,0.068
237,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,10.779,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.213,100.0,ROAD COMPLETELY FLOODED,0.213,100.0,ROAD COMPLETELY FLOODED,0.213
238,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,10.825,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.304,36.7,ROAD PARTIALLY FLOODED,0.445,53.6,ROAD PARTIALLY FLOODED,0.83
239,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,11.077,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.389,20.0,ROAD MARGINALLY AFFECTED,0.646,33.2,ROAD PARTIALLY FLOODED,1.946
240,Road — Internal Road,Internal Road — Raleras,Solapur,11.203,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,1.17,100.0,ROAD COMPLETELY FLOODED,1.17,100.0,ROAD COMPLETELY FLOODED,1.17
241,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,11.227,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.097,12.7,ROAD MARGINALLY AFFECTED,0.765
242,Road — Service Road,Service Road — Raleras,Solapur,11.274,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.148,100.0,ROAD COMPLETELY FLOODED,0.148,100.0,ROAD COMPLETELY FLOODED,0.148
243,Road — Service Road,Service Road — Raleras,Solapur,11.455,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.132,100.0,ROAD COMPLETELY FLOODED,0.132,100.0,ROAD COMPLETELY FLOODED,0.132
244,Road — Internal Road,Internal Road — Raleras,Solapur,11.596,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.212,55.3,ROAD PARTIALLY FLOODED,0.382,99.5,ROAD COMPLETELY FLOODED,0.384
245,Road — Internal Road,Internal Road — Raleras,Solapur,11.616,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.559,90.0,ROAD HEAVILY FLOODED,0.621,100.0,ROAD COMPLETELY FLOODED,0.621
246,Road — Service Road,Service Road — Raleras,Solapur,11.638,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.126,100.0,ROAD COMPLETELY FLOODED,0.126,100.0,ROAD COMPLETELY FLOODED,0.126
247,Road — Internal Road,Internal Road — Raleras,Solapur,11.776,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.049,100.0,ROAD COMPLETELY FLOODED,0.049,100.0,ROAD COMPLETELY FLOODED,0.049
248,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,11.776,Zone II,ORANGE,HIGH RISK,YES,,6.325,5.92,4–6 hours,,YES,,8.905,2.27,2–4 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
249,Road — Internal Road,Internal Road — Raleras,Solapur,11.777,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.011,100.0,ROAD COMPLETELY FLOODED,0.011,100.0,ROAD COMPLETELY FLOODED,0.011
250,Road — Major Road,SH151 — SH151 — Raleras,Solapur,11.79,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.106,100.0,ROAD COMPLETELY FLOODED,0.106,100.0,ROAD COMPLETELY FLOODED,0.106
251,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,11.79,Zone II,ORANGE,HIGH RISK,YES,,6.325,5.92,4–6 hours,,YES,,8.809,2.26,2–4 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
252,Road — Major Road,SH151 — SH151 — Raleras,Solapur,11.793,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.059,5.0,ROAD MARGINALLY AFFECTED,0.334,28.5,ROAD MARGINALLY AFFECTED,1.174
253,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,11.802,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
254,Road — Internal Road,Internal Road — Raleras,Solapur,11.899,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.184,86.7,ROAD HEAVILY FLOODED,0.212
255,Road — Internal Road,Internal Road — Raleras,Solapur,11.917,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.18,70.2,ROAD HEAVILY FLOODED,0.256,100.0,ROAD COMPLETELY FLOODED,0.256
256,Road — Service Road,Service Road — Raleras,Solapur,11.923,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.273,100.0,ROAD COMPLETELY FLOODED,0.273,100.0,ROAD COMPLETELY FLOODED,0.273
257,Settlement / Village,Raleras,Solapur,11.991,Zone II,ORANGE,HIGH RISK,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,2316.0,None,0.34,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
258,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,11.992,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
259,Settlement / Village,Raleras,Solapur,12.043,Zone II,ORANGE,HIGH RISK,YES,8.7,1.906,5.96,4–6 hours,201.0,YES,32.0,4.073,2.31,2–4 hours,742.0,2316.0,None,0.81,H1,H1,VILLAGE PARTIALLY FLOODED,VILLAGE MODERATELY FLOODED,,,,,,,,
260,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,12.043,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
261,Road — Internal Road,Internal Road — Raleras,Solapur,12.047,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.025,9.8,ROAD MARGINALLY AFFECTED,0.249
262,Road — Internal Road,Internal Road — Raleras,Solapur,12.066,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.016,5.7,ROAD MARGINALLY AFFECTED,0.277
263,Road — Internal Road,Internal Road — Raleras,Solapur,12.096,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.035,7.3,ROAD MARGINALLY AFFECTED,0.478
264,Road — Internal Road,Internal Road — Raleras,Solapur,12.098,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.001,1.2,ROAD MARGINALLY AFFECTED,0.085
265,Road — Internal Road,Internal Road — Raleras,Solapur,12.334,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.097,4.8,ROAD MARGINALLY AFFECTED,2.014
266,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,12.375,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
267,Road — Major Road,SH151 — SH151 — Raleras,Solapur,12.597,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.069,6.6,ROAD MARGINALLY AFFECTED,0.487,46.7,ROAD PARTIALLY FLOODED,1.043
268,Road — Service Road,Service Road — Raleras,Solapur,12.597,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.014,5.3,ROAD MARGINALLY AFFECTED,0.228,83.4,ROAD HEAVILY FLOODED,0.273
269,Road — Service Road,Service Road — Raleras,Solapur,12.627,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.03,28.7,ROAD MARGINALLY AFFECTED,0.105
270,Road — Service Road,Service Road — Raleras,Solapur,12.641,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.035,77.4,ROAD HEAVILY FLOODED,0.045
271,Road — Major Road,SH151 — SH151 — Raleras,Solapur,12.901,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.032,100.0,ROAD COMPLETELY FLOODED,0.032
272,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,12.901,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,YES,,2.301,2.58,2–4 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
273,Road — Service Road,Service Road — Sasure,Solapur,12.99,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.007,5.1,ROAD MARGINALLY AFFECTED,0.134
274,Road — Kutcha Track,Kutcha Track — Raleras,Solapur,13.128,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.156,100.0,ROAD COMPLETELY FLOODED,0.156,100.0,ROAD COMPLETELY FLOODED,0.156
275,Road — Service Road,Service Road — Sasure,Solapur,13.199,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.076,43.0,ROAD PARTIALLY FLOODED,0.178
276,Road — Internal Road,Internal Road — Sasure,Solapur,13.244,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.379,25.9,ROAD MARGINALLY AFFECTED,1.269,86.8,ROAD HEAVILY FLOODED,1.462
277,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.247,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.564,100.0,ROAD COMPLETELY FLOODED,0.564,100.0,ROAD COMPLETELY FLOODED,0.564
278,Road — Major Road,SH151 — SH151 — virag,Solapur,13.264,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.081,2.5,ROAD MARGINALLY AFFECTED,3.269
279,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.327,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.133,38.9,ROAD PARTIALLY FLOODED,0.264,77.0,ROAD HEAVILY FLOODED,0.343
280,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,13.403,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
281,Settlement / Village,virag,Solapur,13.423,Zone II,ORANGE,HIGH RISK,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,19970.0,None,1.3,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
282,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.424,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,1.09,100.0,ROAD COMPLETELY FLOODED,1.09,100.0,ROAD COMPLETELY FLOODED,1.09
283,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.469,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.132,100.0,ROAD COMPLETELY FLOODED,0.132,100.0,ROAD COMPLETELY FLOODED,0.132
284,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.483,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.12,98.2,ROAD COMPLETELY FLOODED,0.123,100.0,ROAD COMPLETELY FLOODED,0.123
285,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.528,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.178,64.9,ROAD PARTIALLY FLOODED,0.275,100.0,ROAD COMPLETELY FLOODED,0.275
286,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,13.539,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
287,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.595,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.176,76.3,ROAD HEAVILY FLOODED,0.231,100.0,ROAD COMPLETELY FLOODED,0.231
288,Road — Internal Road,Internal Road — Sasure,Solapur,13.613,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.157,76.4,ROAD HEAVILY FLOODED,0.206
289,Road — Internal Road,Internal Road — Sasure,Solapur,13.663,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.018,15.7,ROAD MARGINALLY AFFECTED,0.111
290,Road — Internal Road,Internal Road — Sasure,Solapur,13.716,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.007,21.0,ROAD MARGINALLY AFFECTED,0.034
291,Road — Internal Road,Internal Road — Sasure,Solapur,13.721,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.009,4.3,ROAD MARGINALLY AFFECTED,0.22
292,Road — Internal Road,Internal Road — Sasure,Solapur,13.732,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.017,5.8,ROAD MARGINALLY AFFECTED,0.176,61.6,ROAD PARTIALLY FLOODED,0.286
293,Road — Internal Road,Internal Road — Sasure,Solapur,13.738,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.018,9.2,ROAD MARGINALLY AFFECTED,0.191
294,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.741,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.182,82.7,ROAD HEAVILY FLOODED,0.22,100.0,ROAD COMPLETELY FLOODED,0.22
295,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.772,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.1,81.4,ROAD HEAVILY FLOODED,0.123,100.0,ROAD COMPLETELY FLOODED,0.123
296,Road — Internal Road,Internal Road — Sasure,Solapur,13.789,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.008,9.2,ROAD MARGINALLY AFFECTED,0.084
297,Road — Internal Road,Internal Road — Sasure,Solapur,13.795,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.112,100.0,ROAD COMPLETELY FLOODED,0.112
298,Bridge,Bridge — Sasure — Sasure — Sasure,Solapur,13.804,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
299,Road — Internal Road,Internal Road — Sasure,Solapur,13.807,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.039,34.7,ROAD PARTIALLY FLOODED,0.113
300,Road — Service Road,Service Road — Sasure,Solapur,13.88,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.052,100.0,ROAD COMPLETELY FLOODED,0.052
301,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,13.898,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.296,92.3,ROAD HEAVILY FLOODED,0.321,100.0,ROAD COMPLETELY FLOODED,0.321
302,Road — District Road,MDR28 — MDR28 — Sasure,Solapur,13.97,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.6,17.7,ROAD MARGINALLY AFFECTED,1.277,37.6,ROAD PARTIALLY FLOODED,3.399
303,Road — Service Road,Service Road — Sasure,Solapur,14.032,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.045,41.1,ROAD PARTIALLY FLOODED,0.11
304,Settlement / Village,Sasure,Solapur,14.065,Zone II,ORANGE,HIGH RISK,YES,5.3,2.998,6.49,6–8 hours,183.0,YES,18.7,4.99,2.6,2–4 hours,641.0,3427.0,None,0.55,H1,H1,VILLAGE PARTIALLY FLOODED,VILLAGE PARTIALLY FLOODED,,,,,,,,
305,Road — Internal Road,Internal Road — Sasure,Solapur,14.103,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.101,19.1,ROAD MARGINALLY AFFECTED,0.319,60.5,ROAD PARTIALLY FLOODED,0.527
306,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.158,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
307,Settlement / Village,Vairag,Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,19970.0,None,3.36,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
308,Bridge,Bridge — Ladole — Ladole — Ladole,Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
309,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
310,Primary Health Centre (PHC),"PHC, Vairag — Vairag — Vairag — Vairag",Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
311,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
312,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
313,Bridge,Bridge,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
314,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
315,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
316,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
317,Bridge,Bridge — virag — virag — virag,Solapur,14.239,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
318,Road — Internal Road,Internal Road — Sasure,Solapur,14.301,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.091,7.1,ROAD MARGINALLY AFFECTED,1.292
319,Road — Internal Road,Internal Road — Sasure,Solapur,14.364,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.139,7.4,ROAD MARGINALLY AFFECTED,1.869
320,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.437,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.469,88.6,ROAD HEAVILY FLOODED,0.529,100.0,ROAD COMPLETELY FLOODED,0.529
321,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.525,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,1.076,100.0,ROAD COMPLETELY FLOODED,1.076,100.0,ROAD COMPLETELY FLOODED,1.076
322,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.655,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.154,100.0,ROAD COMPLETELY FLOODED,0.154,100.0,ROAD COMPLETELY FLOODED,0.154
323,Bridge,Bridge — Sasure — Sasure — Sasure,Solapur,14.914,Zone II,ORANGE,HIGH RISK,YES,,2.198,6.92,6–8 hours,,YES,,3.878,2.91,2–4 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
324,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.914,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.015,100.0,ROAD COMPLETELY FLOODED,0.015,100.0,ROAD COMPLETELY FLOODED,0.015
325,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.933,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.161,94.4,ROAD HEAVILY FLOODED,0.171,100.0,ROAD COMPLETELY FLOODED,0.171
326,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.949,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,1.864,96.8,ROAD COMPLETELY FLOODED,1.924,99.9,ROAD COMPLETELY FLOODED,1.926
327,Road — Service Road,Service Road — Dahithane,Solapur,15.203,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.029,10.7,ROAD MARGINALLY AFFECTED,0.271
328,Road — Internal Road,Internal Road — Dahithane,Solapur,15.412,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.439,14.4,ROAD MARGINALLY AFFECTED,0.574,18.9,ROAD MARGINALLY AFFECTED,3.043
329,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,15.448,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.969,53.8,ROAD PARTIALLY FLOODED,1.071,59.5,ROAD PARTIALLY FLOODED,1.8
330,Road — Internal Road,Internal Road — Sasure,Solapur,15.743,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.017,100.0,ROAD COMPLETELY FLOODED,0.017
331,Bridge,Bridge — Sasure — Sasure — Sasure,Solapur,15.743,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,YES,,1.154,3.23,2–4 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
332,Road — Internal Road,Internal Road — Sasure,Solapur,16.042,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.164,19.4,ROAD MARGINALLY AFFECTED,0.842
333,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,16.132,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
334,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,16.132,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
